CRITERIA,PAIN_CAT,ICD_VERSION,ICD9_OR_10,ICD_DESC
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02379,"Reiter's disease, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0238,"Reiter's disease, vertebrae"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0239,"Reiter's disease, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0280,"Other reactive arthropathies, unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02811,"Other reactive arthropathies, right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02812,"Other reactive arthropathies, left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02819,"Other reactive arthropathies, unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02821,"Other reactive arthropathies, right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02822,"Other reactive arthropathies, left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02829,"Other reactive arthropathies, unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02831,"Other reactive arthropathies, right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02832,"Other reactive arthropathies, left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02839,"Other reactive arthropathies, unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02841,"Other reactive arthropathies, right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02842,"Other reactive arthropathies, left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02849,"Other reactive arthropathies, unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02851,"Other reactive arthropathies, right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02852,"Other reactive arthropathies, left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02859,"Other reactive arthropathies, unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02861,"Other reactive arthropathies, right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02862,"Other reactive arthropathies, left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02869,"Other reactive arthropathies, unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02871,"Other reactive arthropathies, right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02872,"Other reactive arthropathies, left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M02879,"Other reactive arthropathies, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0288,"Other reactive arthropathies, vertebrae"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0289,"Other reactive arthropathies, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M029,"Reactive arthropathy, unspecified"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M042,Cryopyrin-associated periodic syndromes
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M048,Other autoinflammatory syndromes
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M049,"Autoinflammatory syndrome, unspecified"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0500,"Felty's syndrome, unspecified site"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05011,"Felty's syndrome, right shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05012,"Felty's syndrome, left shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05019,"Felty's syndrome, unspecified shoulder"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05021,"Felty's syndrome, right elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05022,"Felty's syndrome, left elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05029,"Felty's syndrome, unspecified elbow"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05031,"Felty's syndrome, right wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05032,"Felty's syndrome, left wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05039,"Felty's syndrome, unspecified wrist"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05041,"Felty's syndrome, right hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05042,"Felty's syndrome, left hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05049,"Felty's syndrome, unspecified hand"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05051,"Felty's syndrome, right hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05052,"Felty's syndrome, left hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05059,"Felty's syndrome, unspecified hip"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05061,"Felty's syndrome, right knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05062,"Felty's syndrome, left knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05069,"Felty's syndrome, unspecified knee"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05071,"Felty's syndrome, right ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05072,"Felty's syndrome, left ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05079,"Felty's syndrome, unspecified ankle and foot"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0509,"Felty's syndrome, multiple sites"
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0510,Rheumatoid lung disease with rheumatoid arthritis of unspecified site
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05111,Rheumatoid lung disease with rheumatoid arthritis of right shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05112,Rheumatoid lung disease with rheumatoid arthritis of left shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05119,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05121,Rheumatoid lung disease with rheumatoid arthritis of right elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05122,Rheumatoid lung disease with rheumatoid arthritis of left elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05129,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05131,Rheumatoid lung disease with rheumatoid arthritis of right wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05132,Rheumatoid lung disease with rheumatoid arthritis of left wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05139,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05141,Rheumatoid lung disease with rheumatoid arthritis of right hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05142,Rheumatoid lung disease with rheumatoid arthritis of left hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05149,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05151,Rheumatoid lung disease with rheumatoid arthritis of right hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05152,Rheumatoid lung disease with rheumatoid arthritis of left hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05159,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05161,Rheumatoid lung disease with rheumatoid arthritis of right knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05162,Rheumatoid lung disease with rheumatoid arthritis of left knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05169,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05171,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05172,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05179,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0519,Rheumatoid lung disease with rheumatoid arthritis of multiple sites
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0520,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05211,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05212,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05219,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05221,Rheumatoid vasculitis with rheumatoid arthritis of right elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05222,Rheumatoid vasculitis with rheumatoid arthritis of left elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05229,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05231,Rheumatoid vasculitis with rheumatoid arthritis of right wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05232,Rheumatoid vasculitis with rheumatoid arthritis of left wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05239,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05241,Rheumatoid vasculitis with rheumatoid arthritis of right hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05242,Rheumatoid vasculitis with rheumatoid arthritis of left hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05249,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05251,Rheumatoid vasculitis with rheumatoid arthritis of right hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05252,Rheumatoid vasculitis with rheumatoid arthritis of left hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05259,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05261,Rheumatoid vasculitis with rheumatoid arthritis of right knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05262,Rheumatoid vasculitis with rheumatoid arthritis of left knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05269,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05271,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05272,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05279,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0529,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0530,Rheumatoid heart disease with rheumatoid arthritis of unspecified site
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05311,Rheumatoid heart disease with rheumatoid arthritis of right shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05312,Rheumatoid heart disease with rheumatoid arthritis of left shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05319,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05321,Rheumatoid heart disease with rheumatoid arthritis of right elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05322,Rheumatoid heart disease with rheumatoid arthritis of left elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05329,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05331,Rheumatoid heart disease with rheumatoid arthritis of right wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05332,Rheumatoid heart disease with rheumatoid arthritis of left wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05339,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05341,Rheumatoid heart disease with rheumatoid arthritis of right hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05342,Rheumatoid heart disease with rheumatoid arthritis of left hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05349,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05351,Rheumatoid heart disease with rheumatoid arthritis of right hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05352,Rheumatoid heart disease with rheumatoid arthritis of left hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05359,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05361,Rheumatoid heart disease with rheumatoid arthritis of right knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05362,Rheumatoid heart disease with rheumatoid arthritis of left knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05369,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05371,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05372,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05379,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0539,Rheumatoid heart disease with rheumatoid arthritis of multiple sites
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M0540,Rheumatoid myopathy with rheumatoid arthritis of unspecified site
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05411,Rheumatoid myopathy with rheumatoid arthritis of right shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05412,Rheumatoid myopathy with rheumatoid arthritis of left shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05419,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05421,Rheumatoid myopathy with rheumatoid arthritis of right elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05422,Rheumatoid myopathy with rheumatoid arthritis of left elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05429,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05431,Rheumatoid myopathy with rheumatoid arthritis of right wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05432,Rheumatoid myopathy with rheumatoid arthritis of left wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05439,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05441,Rheumatoid myopathy with rheumatoid arthritis of right hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05442,Rheumatoid myopathy with rheumatoid arthritis of left hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05449,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05451,Rheumatoid myopathy with rheumatoid arthritis of right hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05452,Rheumatoid myopathy with rheumatoid arthritis of left hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05459,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip
Inclusion,Arthritis/Joint/Bone Pain (Other than Back/Neck),10,M05461,Rheumatoid myopathy with rheumatoid arthritis of right knee
